problem,addition,subtraction,multiplication,division
"Jason picked 8 apples, Jessica picked 5 apples, and Tim picked 2 apples and 9 pears, at the farm. How many apples were picked in total?",1,0,0,0
Keith had 7 quarters and 9 dimes in his bank. His dad gave him 6 dimes and his mother gave him 2 dimes. How many dimes does Keith have now?,1,0,0,0
There are 3 walnut trees currently in the park. Park workers will plant 9 more walnut trees today and 7 more walnut trees tomorrow. How many walnut trees will the park have when the workers are finished?,1,0,0,0
Jason grew 3 pumpkins on the farm. Melanie grew 8 pumpkins and Mike grew 4 pumpkins. They worked for 6 days on the farm. How many pumpkins did they grow in all?,1,0,0,0
She gave 4 kittens to Tom and 1 to Dan. She now has 9 kittens left. How many kittens did she have to start with?,1,0,0,0
There are 8 crayons in the drawer and 7 crayons on the desk. Jessica placed 4 more crayons on the desk. How many crayons are now there in total?,1,0,0,0
"Tim went to 7 soccer games this month. He went to 9 games last month, and plans to go to 3 games next month. He paid 8 dollars for the tickets. How many games will he attend in all?",1,0,0,0
"Jason found 2 seashells, Dan found 7 seashells, and Fred found 5 seahells on the beach. When they cleaned them, they discovered that 4 were cracked. How many seashells did they find together?",1,0,0,0
A restaurant served 7 pies during lunch and 6 during dinner today. The restaurant served 9 pies yesterday. How many pies were served in all?,1,0,0,0
"Mike has 7 blue balloons, Sandy has 3 blue balloons, and Jessica has 4 blue balloons. How many blue balloons do they have in total?",1,0,0,0
During a class field trip the class saw two flocks of geese flying by.  The first flock had 96 geese in it.  The second flock had 53 geese in it. How many geese did Mrs. Thompson's class see?,1,0,0,0
At the beginning of practice the team lined up and took 71 shots on their goalie.  At the end of practice they lined up again and took 78 shots. How shots did they take in all?,1,0,0,0
The students hung 96 green ornaments and 70 red ornaments on the tree. How ornaments were hung on the tree in all?,1,0,0,0
There are 56 passengers in Bus A and 39 passengers in Bus B. How many passengers are there altogether in the two buses?,1,0,0,0
There are 25 fish. There are 12 fish. What is the sum?,1,0,0,0
There are 33 rabbits. 12 more rabbits come. How many rabbits in all?,1,0,0,0
I have 34 pears. I buy 11 more. How many pears do I have now?,1,0,0,0
Jack has 22 buckets. Jill has 14 buckets. What is the sum?,1,0,0,0
There are 27 snails. 11 more snails come. How many snails are there now?,1,0,0,0
I have 13 oranges. I buy 15 oranges more. What is the sum of the oranges?,1,0,0,0
Sarah added 1 marshmallow to her mug. Joey dropped 4 marshmallows in his hot chocolate. How many marshmallows did Sarah and Joey use in all?,1,0,0,0
So far it has snowed 3 times. The first snowfall was 12 centimetres. Last week there was a snowstorm that dumped 64 centimetres.  The most recent snowfall was 24 centimetres. How many centimetres of snowfall has the resort seen so far this month?,1,0,0,0
He found 98 bottles in his back yard and 94 bottles in the garage. How many bottles did Joe find in all? ,1,0,0,0
Emily has dyed 3 eggs blue.  Sarah has the green dye and has colored 9 eggs.  Tanya took 2 eggs and made them pink. How many eggs did the sisters dye in all?,1,0,0,0
In the first hour 87 students came to visit.  In the second hour 35 students went through the haunted house. How many students visited the haunted house?,1,0,0,0
"Tori's pile had 5 red, 1 orange and 2 yellow gummies.  Amy's bunch included 5 blue, 2 green and 9 purple gummies. How many gummies did Tori have? ",1,0,0,0
Sarah found 13 seeds in the first flower and 10 seeds in the second. How many seeds did Sarah find in all?,1,0,0,0
She would like to buy a rake for $21.37 and a hoe for $14.38.  Mary also needs a shovel that costs $24.97.  How much will these three items cost?,1,0,0,0
 Farmer Brown found 5 pumpkins in his field and 4 pumpkins in his garden. How many pumpkins did Farmer Brown harvest? ,1,0,0,0
Tasha ate 7 pieces of candy and Kaitlyn ate 10 pieces. How many pieces did the girls eat?,1,0,0,0
On one side of the street there were 8 beautifully decorated trees.  The other side of the street had 6 decorated trees.  How many decorated trees were there in all?,1,0,0,0
Trudy decided to plant flowers in her garden on Earth Day. She decided to plant two colors of flowers. She planted 6 red flowers and 1 blue flower. How many flowers did Trudy plant?,1,0,0,0
He found 2 houses with Jack-O-Lanterns on his side of the street and no houses with Jack-O-Lanterns on the other side of the street. How many houses had Jack-O-Lanterns?,1,0,0,0
Mrs. Brown's community is having a bake sale fundraiser on Sunday and she wants to donate a bunch of her famous pumpkin pies.  On Friday she baked 4 pies then on Saturday she baked 8 pies. How many pumpkin pies did Mrs. Brown make?,1,0,0,0
Fred has 22 red marbles. Jessica has 35 red marbles. How many red marbles do they have in all?,1,0,0,0
Tom had 37 dimes in his bank. His dad gave him 43 more dimes. How many dimes does he have now?,1,0,0,0
3 ducks are on a pond. 4 more ducks land on the pond. How many ducks are there now?,1,0,0,0
"For her reading assignment, Ashley read 27 pages on Saturday, and another 23 on Sunday. How many pages did she read over the weekend?",1,0,0,0
"If her grandpa is 71, and her grandma is 68, what's the real sum of their ages?",1,0,0,0
"Ivan had named all the 54 chickens in the farm, and then his dad bought another 60! Ivan wants to make name tags for every chicken, old and new. How many tags will he need?",1,0,0,0
"Karina and Ursula were playing with the bathroom scale. Karina went first, weighing 65 lb, and then Ursula, who was 72 lb. They then decided to jump on the scale together. What weight did the scale show?",1,0,0,0
"Harry got 34 points in his written French exam, and 32 in his oral exam. He knows he passed, but he did not calculate his total grade exactly. How many points did he score in total?",1,0,0,0
"At the talent show, Eve was surprised to see so many people, not only from the first year, but also from the second. Later she learned there were 67 first year and 49 second year students. How many students went to cheer on Eve at the talent show?",1,0,0,0
"The largest toy soldier battle in the block involved Tim's 58 soldiers, Ramon's 64 soldiers, and Nadine's 80 soldiers. How many toy soldiers participated in that battle?",1,0,0,0
"Nelson and Nick are roommates at the summer camp. Since they are at a swimming camp, it is very important to drink plenty of juice. Nelson brought 3 cans of juice to camp. Nick brought 4 cans of juice. How many cans of juice did they bring all together? ",1,0,0,0
Ricky went to the supply store. He bought 4 white boards and 1 black board. How many boards did Ricky buy?,1,0,0,0
A zoo has 11 black deer and 8 brown deer. How many deer are there in all?,1,0,0,0
Mandy and Steve bought 9 purple lilies and 5 white daisies. How many flowers did they buy in all?,1,0,0,0
"Andre and Joseph counted 8 results from teenagers. Later, they counted 8 more results from teenagers. How many results from teenagers did they count in all?",1,0,0,0
James bought 10 unicorns at the mall. Jasmine bought 6 unicorns at a garage sale. How many unicorns did they buy in all?,1,0,0,0
Paula’s homework assignment has 6 math questions and 4 science questions. How many questions are there in all?,1,0,0,0
There are two black cars and two white cars in the garage. Find the number of cars in the garage.,1,0,0,0
Jack has five elder sisters and three younger sisters. Find the number of sisters Jack has?,1,0,0,0
Hanna and Brice are collecting sea shells on the beach. Brice collects 8 shells and Hanna collects 5 sea shells. How many sea shells did they collect altogether?,1,0,0,0
The Pine Bush basketball team had a great game. Mike scored 12 points. James scored 6 points. How many points did Mike and James score together?,1,0,0,0
Scott has 47 cents and Mira has 36 cents. How much do they have in all?,1,0,0,0
David has 29 cents and Katie has 62 cents. How much do they have altogether?,1,0,0,0
Penny skips for 24 seconds and then Bob skips for 54 seconds. For how many seconds did they skip in total?,1,0,0,0
Dan finds 44 cents in one pocket and 38 cents in his other pocket. How much does he have altogether?,1,0,0,0
A line is 45 inches long. Peta continues it for another 25 inches. How long is the line now?,1,0,0,0
What is the sum when 17 is added to 38?,1,0,0,0
What is the sum when 19 is added to 2?,1,0,0,0
What is the sum when 53 is added to 106?,1,0,0,0
A pencil 11 cm long is put end to end with another pencil 12 cm long. What is the total length of the two pencils?,1,0,0,0
What is the total when 34 is added to 46?,1,0,0,0
What is the total when 4 is added to 206?,1,0,0,0
What is the total when 22 is added 22?,1,0,0,0
One child has 47 football cards. Another has 48 football cards. How many cards do they have altogether?,1,0,0,0
One bag of candy has 26 toffee bars. A second bag has 19 bars. How many toffee bars are there altogether?,1,0,0,0
Abel spends 48 cents on candy and then 38 cents on ice cream. How much has Abel spent altogether?,1,0,0,0
Martha has 45 marbles in one hand and 56 in the other hand. How many marbles does Martha have altogether?,1,0,0,0
A bag of cherries has 43 ripes ones and 17 rotten ones. How many cherries are in the bag?,1,0,0,0
There are 34 children in one class and 36 in another. How many children are there in total?,1,0,0,0
"John has 800 dollars in his checking account. He received from his job a check for 1,200 dollars and deposited the amount in his checking account. How much money does he have in his checking account after the deposit?",1,0,0,0
"On Monday his revenue was 150 dollars. On Tuesday, his revenue was 100 dollars. Finally, on Wednesday, his revenue was 50 dollars. How much is Peter's revenue so far?",1,0,0,0
"Eiffel Tower is about 1063 feet high. The Statue of Liberty along with its foundation and pedestal is about 305 feet. If you could put the Statue of Liberty on top of the Eiffel Tower, how high up in heaven will the two monuments reach?",1,0,0,0
Ruth has 1 apple. She gets 1 green apple more. How many apples does she have now?,1,0,0,0
The runway at the local airport is 1853 meters long. They want to increase the length it by a further 786 meters. How long will the new runway be?,1,0,0,0
"In 2014, the population of Granville was 4,620. By 2017, the population had increased by 1,493. What is the population of Granville in 2017?",1,0,0,0
"Mrs Green did 5,632 steps on Wednesday and 7,346 on Thursday. How many steps did she take altogether in those two days?",1,0,0,0
"Jez is going to buy a TV that costs $5,069. How much will Jez spend in all if he also wants to buy a $989 DVD player?",1,0,0,0
"The flight distance from Brisbane to Hawaii is 7,632 km. The flight distance from Hawaii to New York is 7,901 km. What is the combined distance of her trip to New York?",1,0,0,0
